Conversation,Date
"Near 40pe, but nearly the entire US market is overvalued on every metric.  Quality or not, neither co is a buy today",2024-10-08 11:08:34.212039
Quality stocks like SHW usually have a premium attached.  The fact that it trades above market multiples should shock nobody.,2024-10-08 11:08:34.212039
