Conversation,Date
$osk easily best defense name that isn't Ford or General Motors absolutely. Long $osk strong buy,2024-10-04
"@Grassroots Trading Yes, but it is my understanding that defense is only 22% of their revenues. Do you expect this % to grow? Thank you.",2024-09-13
