Conversation,Date
"@Gen Alpha Hi. If you would be so generous .....What are 4 other stable/strong REITs - in addition to BRX - with dividends (approx 4-5%ish) and importantly, with growth potential,  that you would pair as a complementary / diversified group ?TY",2024-09-28
