Conversation,Date
"What do you mean by “Polaris has a solid balance sheet”?At the time this article was written Net Debt was greater than Equity, now Net Debt is greater than 1.3 x Equity.Management must have a lot of confidence in the business to be doing buybacks rather than paying down debt.",2024-09-28
"Speculating on CCL again.  Bought last week and am hoping for a pop after the Fed meeting, and then will probably sell.",2024-09-12
