Conversation,Date
"CASY was the best performing stock in a mid-cap mutual fund I hold in my retirement account.  While past performance doesn't guarantee future results, I don't see any reason for a strong reversal.  Still a good long term investment",2024-09-19
"I don’t necessarily disagree with the assessment, but as a long term focused investor I’m holding. I’m 8-9 years in and a little rise in cheese cost isn’t going to deter me :-).",2024-09-19
