Conversation,Date
"@pakrolltide It might be pollyannish to say it out loud, but we either begin to ignore the onslaught of must-have or best-of lists, celebrity endorsers, and other nonsense, and strive for a simpler traditional holiday time, or our deficits and debts will do it to us.",2024-09-18
"@VoiceofSanitySometimes Update:  Mortgage report out this AM and refis up double digit % over last week and last year, while purchase mortgages up slightly week to week but still lower than last year.  Only a few weeks data so we need to see the broader trend, but certainly interesting and worth following.Could be good news for Christmas retail as consumers extend their debt, but we've seen this act before where homeowners over-extend themselves against their home equity....",2024-09-18
@Phil Dumfee Any company which uses Christmas as a prop to get people to spend but yet cannot utter the actual word Christmas will not get a single penny from me.,2024-09-18
People can barely afford bread and eggs but let's talk about Christmas spending!  How about talking honestly about the path of destruction the current administration is having on the middle class?,2024-09-18
@Phil Dumfee.. I think they will start with Christmas in June,2024-09-17
"Good article linked below from Motley Fool on household debt.www.fool.com/...Credit card debt is high, auto debt is high, and 6.5% 30-year refi rates make that an expensive option.Buried in the article is a chart of credit card debt increases over the last year or two by age group, and younger people (under 50) are adding large quantities.Americans have a knack for over-spending regardless of their debt situations, will be interesting to see if that continues given how ""debt-stretched"" they already are...",2024-09-17
"I started seeing Christmas decorations in Costco, Michaels and Target already. Don't remember seeing them this early before.",2024-09-17
"I love Dillards but the lack of real bargains over Labor Day weekend sales was luke warm, at best. Still too expensive there.",2024-09-10
