Conversation,Date
"I originally bought Great Plains in 2013 and Westar in 2012 (predecessors to Evergy).  I bought them initially thinking that they might be acquisition targets since other small utilities that I invested in were acquired at nice premiums.  Then they merged in 2018 and it was rumored that Evergy might be acquired which obviously did not happen.  Thus far, the investments have treated me well and I have no intentions of selling.  Long EVRG…",2024-09-06
Enjoyed reading your article and I am a EVRG shareholder.,2024-09-06
