Conversation,Date
"@Courage & Conviction Investing Shell company now?  Not worth a premium to the cash, that’s for sure, with these bozo managers.",2024-09-03
"We had a nice win here. In at $0.80 and sold half at $1.25 ish. Bought back all of it and more, at $0.95 ish. Out at $1.28 to $1.30. Awaiting the 8-K for details.",2024-09-03
