Conversation,Date
Cathie Wood has been buying last week for some of her funds.,2024-09-23
Interesting that Seeking Alpha did not publish today’s news announcement of the FDA clearing 3D Systems’ denture solution which is big news!  Today’s news along with the FDA approving its ankle guides about a week ago show the company is evolving and adapting.  Long story short the risk reward for DDD seems very compelling at current prices.,2024-09-17
