Conversation,Date
"@Walldog2 Hi, liquid cooling is mostly in the electrical and fastening division.",2024-09-29
"If nVent sold their thermal management division, wouldn’t that include the liquid cooling systems in the sale. I can’t find the info on their website. Thanks",2024-09-29
