PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,Actual,Predicted,Probability_Class_0,Probability_Class_1
-0.9001340440971024,-0.7155582388379776,-0.6623292455798904,-0.1108710638151579,0.22974910651765285,-0.3205352376665786,-0.21954435501843156,-0.1659334610786675,-1.0966725589364692,-0.04039821134966272,-0.33078841570150586,0.15890079033809268,0.2818894375971395,,1,0.35,0.65
-0.2554714159295109,-0.2100929771773631,-1.9445578834695918,0.8454970024385001,0.5892601398173261,-0.4323351626215316,0.4406595729116018,0.27707253683829336,0.4025213237511458,0.6124297887475929,-0.11109892745147744,0.23483767797704974,0.6079269646845734,,1,0.22,0.78
0.7400455268459779,-0.8152803561976819,0.9704099557736526,2.192684575181067,-0.10883554974678025,-0.4614285981271892,-1.4278873557837344,-0.871656619627953,-0.11460824908625904,-0.5464003287341671,-0.17000226702909044,0.6771388208128222,0.21335569004279895,,1,0.11,0.89
-1.2095532202731083,-1.1979262388657006,-0.3487760075987342,0.9110847420905633,-0.5732919173119834,0.18573475134003148,-0.18551057866098816,-0.4545587529459122,0.38546090169575487,-0.07190861511629626,-0.0525999153912329,-0.09942259988198796,0.1767429756135869,,1,0.09,0.91
1.95102772443881,-0.3646644521481572,1.5930520976832252,-1.3335866235268985,0.9035505463036367,0.4445693113051411,-0.9374260540343587,-0.22988050862869092,-0.3494284746338778,-0.029083807267166292,0.50364234336997,-0.29429784090431327,0.5013226581800677,,1,0.26,0.74
1.1951362669835426,0.3293893428742793,-0.9049414790199175,-1.3167173594332098,0.2642819845547032,0.3867744020769689,-1.2108273424198184,2.802134200134877,-3.0920272130716695,-0.5411957032007586,-0.11240688755626403,0.060419231400020396,-0.5925178160433161,,1,0.49,0.51
0.2379384667158209,-2.024296565996022,1.961088175266614,0.9641845184328129,-0.8178402156209521,0.47426017706091567,-0.3255410518500177,-0.9094086976795234,-0.05494814842393055,-0.5210352483043983,-0.22076626965966412,-0.006871156115463365,-0.13257510765190075,,1,0.21,0.79
0.6695803859347834,-1.989773165686624,2.5159121311996455,0.2403106179166192,-1.1681199057336737,0.4497676984924623,0.20845458366722006,-1.101712950267446,0.049321485217810886,-0.8559264269242176,0.1593977882070243,-0.4533745168656219,-0.15658021154173152,,1,0.23,0.77
0.3458381871942258,-0.5986798663853565,1.3750354524391488,-1.4670733632979527,0.8859587442801635,0.26484300710345116,0.042529780985082366,0.06707942325920796,-0.12819505982877663,-0.13533044364381186,-1.0922079978820698,1.0311880707462076,0.08858114361943772,,1,0.19,0.81
-0.6226183819874654,-0.9739945482179022,0.6026745942963845,0.12021990949937895,0.354620477675576,-0.34879048453651035,1.1847483770544032,0.5943367381046177,1.5105083984443783,-0.3427153488452024,0.31707021085308407,0.12081207501743291,-0.1227585646528955,,1,0.43,0.57
-0.4163737040968004,0.3053002057492673,-0.8144109500917794,-0.515746217397983,-0.19352812654462978,0.4439309114787097,2.059790957863755,0.04822793915139649,-1.0033683085812037,0.22143637016185821,-0.2825682106151585,-0.061767513084102506,0.8607038553770162,,1,0.05,0.95
-0.1919261607519078,-1.6020789863742444,0.992268105513024,0.38172661176320705,-0.4363694929974236,-0.05533463239031868,0.7755211078111546,-0.4367845017611884,0.2720934024462476,-0.8347026237330908,-0.17733176208886994,0.05810562901498659,-0.09709408271774853,,1,0.29,0.71
0.8983169912177988,0.2965895521713234,-1.3344587086645883,-0.4733951111535124,0.568963550560775,-0.45660553252784636,0.9730954873826694,-0.6435531331397515,-0.8140562778303478,0.01124681045740225,0.42418108785276887,-0.4779133257229954,-0.23453525491463809,,1,0.12,0.88
0.6794385164552182,-1.2175175083429222,1.8258239085966605,-1.2317326080626967,0.6544426151518741,0.48872363111899486,-0.552379497485752,-0.39389589588587764,-0.6231012358885872,-0.4214784950689078,0.041803292568093224,0.16700069067698478,-0.06607928657348658,,1,0.24,0.76
-1.3570072251273775,1.679352214285503,0.4683972168107081,0.7296914819038592,0.3310420578132912,-0.42974987254592834,-0.00846485881261775,-0.3377782904088594,-0.07287637328893924,0.09126493639511582,1.1051502093240484,1.1486856134607224,-0.27814352326859954,,1,0.04,0.96
0.41480238247535245,0.6156715554285853,-1.506295923087662,-0.3788172847856753,0.13081409764169588,-0.43597865652711576,0.5943702202731405,-0.5226582733373026,0.2765042838291406,0.00773251850402201,-0.24063468317761771,0.16654550887168537,0.07824528368291074,,1,0.0,1.0
2.3818095851813013,1.215088182856276,-3.133976637355851,1.7299999971131257,-1.1157368525728326,-0.7480747981410135,0.5881366309429935,2.7951720320380016,-0.1391203459220904,-0.17264411915471597,0.41399748603082825,-0.6418864408081257,-0.44028908125445154,,1,0.08,0.92
0.2383077574475986,-0.6556604579527658,0.8043018300007266,-1.072682192958129,1.3280112559828614,0.9009623311946219,-1.849309274121922,0.5267488255499817,1.029944897587582,0.3783665552802716,-0.08440116772663138,0.296204556489616,-0.09770152114066613,,1,0.25,0.75
2.989035320942713,0.8070912865574438,-1.9360263335205217,0.5023139498771536,1.5743879988432978,-0.151160331371855,-1.8609702807379707,-0.9322066896226895,-0.3532132258513804,-0.126101562376668,0.26113892704291114,-0.30517187519781913,-0.19925666423156554,,1,0.43,0.57
-0.5361226848796556,-3.880326144236395,0.022579582337891924,5.86051819015207,-0.5062471259567516,-1.1655362907530245,-0.5820539956751615,-0.5533784198240728,-0.49648085019008087,-0.07697658601450888,0.14904896005665047,-0.5386949339968713,0.457622249071145,,1,0.31,0.69
-5.029635853334285,-3.0687693830475027,1.4959725129536314,-0.3355458673693345,-0.974467117911507,0.8226413809566279,0.07777720199032451,-0.19892992821806535,-1.5003311458609865,-0.6900476166521443,-0.30819142694087565,0.11195882790577473,0.6581117095812038,,1,0.43,0.57
-0.41364263899685144,-0.7704846356933889,0.4932857043988679,-0.2892330115632294,1.1173350525579118,0.01012899716717354,-0.10560567528061908,0.4458106349310664,0.4630707147761934,-0.45944068198820903,-0.11376534921535825,0.5104532563829262,-0.053830476832041146,,1,0.3,0.7
0.9945029615612959,-1.0072993221411572,0.09214699903016017,1.644073458006842,-0.3183547619470113,0.9370078250213895,-1.434342560879836,-0.14555180668001896,0.09111617623102547,-0.5267702132834169,-0.5345476392975064,0.5312689856516384,0.6703725524871579,,1,0.13,0.87
-0.37970656598295416,-0.9966451742116128,0.3149019845406688,0.3640942607888303,-0.23282355630456783,-1.6861269394612894,-0.5041242175899603,0.2650965942446781,0.8263593075872375,-0.5470503477352454,0.09947428517336947,0.047060172668130694,0.25725302630620844,,1,0.29,0.71
-0.08520290426744212,-0.675435200911185,0.5332577502436014,-0.09970778315981851,-0.48099081888498635,0.6533128907691885,-0.8895453411328722,-0.6024958812047652,0.5721480619440005,0.6243682538688665,0.0321245159782221,0.14402334512770087,-0.22280940154660903,,1,0.15,0.85
-0.12098817437177536,-0.40105168357168913,-0.2540177911257571,-1.4835791311364106,1.0600513896423374,0.20226116678468029,-0.5869922776543468,-0.597913003308224,-1.7005309143819045,0.2240778641810519,-0.13442563740435626,0.10108658845688376,-0.13891667759941742,1.0,0,0.89,0.11
